Time,other,x,y,z
325588,950,93,490,808
325609,950,93,490,808
325629,915,106,467,780
325649,914,79,480,773
325669,927,88,483,786
325689,927,118,478,785
325709,912,94,488,765
325729,907,117,473,765
325750,898,107,472,756
325770,901,68,476,761
325790,928,105,478,788
325810,909,86,472,772
325830,903,88,477,761
325850,926,123,487,778
325870,940,92,495,793
325911,940,92,495,793
325931,936,82,480,799
325951,952,94,494,808
325971,952,94,494,808
325991,935,79,489,793
326011,968,73,511,819
326032,964,93,501,819
326052,964,93,501,819
326072,969,77,500,826
326092,949,81,489,809
326112,970,70,500,828
326132,970,70,500,828
326152,979,105,490,840
326173,927,76,482,788
326193,936,89,484,797
326213,924,82,482,784
326233,925,55,485,786
326253,928,82,468,797
326273,914,78,471,779
326293,925,78,477,788
326314,953,94,480,817
326334,938,65,492,795
326354,935,75,484,797
326374,946,78,489,806
326394,921,68,471,789
326414,939,86,481,802
326434,921,71,474,786
326455,911,74,473,775
326475,930,76,486,789
326495,942,73,486,804
326515,942,73,486,804
326535,950,83,494,807
326555,941,76,483,804
326575,941,76,483,804
326596,958,74,493,818
326616,934,80,482,795
326636,979,69,505,836
326656,950,87,492,807
326676,970,85,503,825
326696,972,62,514,822
326716,990,86,510,844
326737,985,72,509,840
326757,960,63,505,813
326777,996,92,507,852
326797,972,65,509,825
326817,1003,83,521,853
326837,1017,95,526,865
326857,995,68,523,844
326878,1001,83,517,853
326898,988,73,516,839
326918,1001,61,520,853
326938,1006,89,512,861
326958,981,73,507,837
326978,981,73,507,837
326998,1022,85,529,871
327019,960,87,508,810
327039,1004,73,518,857
327059,992,67,520,842
327079,1012,88,515,866
327099,1010,69,530,856
327119,1012,83,522,863
327139,1015,96,522,865
327160,1022,78,541,864
327180,1026,101,530,872
327200,1008,86,527,855
327220,1004,68,522,855
327240,983,100,515,830
327260,1022,69,528,872
327280,1007,92,525,854
327301,1010,103,525,856
327321,977,65,527,820
327341,1032,95,525,883
327361,1014,88,523,864
327381,992,80,516,843
327401,1002,83,511,858
327421,968,81,509,819
327442,1000,81,515,853
327462,971,93,512,819
327482,981,77,502,839
327502,971,80,504,826
327522,985,78,506,841
327542,951,62,493,811
327562,980,86,499,839
327582,945,68,488,806
327603,929,76,484,788
327623,975,77,504,831
327643,950,81,493,808
327663,972,82,503,827
327683,952,66,505,804
327703,969,85,490,831
327723,952,71,503,806
327744,974,66,506,830
327764,954,69,493,814
327784,1003,78,515,857
327804,959,83,499,815
327824,959,83,499,815
327844,987,66,508,844
327864,944,90,474,811
327885,955,79,493,813
327905,960,91,487,822
327925,957,68,486,821
327945,987,99,504,842
327965,986,82,500,846
327985,973,91,500,830
328005,1024,90,507,884
328026,975,92,499,833
328046,1004,92,512,858
328066,1004,92,512,858
328086,1017,70,524,869
328106,1036,105,527,885
328126,1029,90,526,880
328146,1021,97,533,865
328167,1094,93,535,949
328187,1024,85,532,871
328207,1081,90,542,931
328227,1064,106,542,909
328247,1091,86,550,938
328267,1057,102,544,901
328287,1084,102,548,930
328308,1059,78,548,902
328328,1094,116,537,946
328348,1064,89,545,909
328368,1064,89,545,909
328388,1089,99,552,934
328408,1038,79,546,879
328428,1060,90,550,901
328469,1060,90,550,901
328489,1050,92,548,891
328509,1056,88,543,901
328529,1056,88,543,901
328549,1050,91,548,891
328630,1050,91,548,891
328650,1079,98,557,918
328670,1058,95,554,896
328690,1057,106,557,891
328710,1059,75,560,895
328731,1072,119,556,908
328751,1068,101,551,909
328771,1048,94,556,883
328791,1096,112,570,929
328811,1054,96,558,889
328831,1063,91,560,899
328851,1053,102,560,886
328872,1077,109,548,920
328892,1054,110,556,889
328912,1066,110,554,903
328932,1076,107,562,911
328952,1090,101,575,920
328972,1110,103,578,941
328992,1102,111,586,927
329013,1145,113,608,964
329033,1177,132,622,990
329053,1177,132,622,990
329073,1195,117,629,1010
329093,1185,142,617,1002
329113,1174,111,624,988
329133,1147,121,610,963
329154,1161,115,615,978
329174,1126,108,601,945
329194,1169,131,604,992
329214,1138,121,601,959
329234,1119,120,586,945
329254,1102,110,590,924
329274,1089,102,573,921
329295,1079,96,565,915
329315,1073,106,568,904
329335,1068,110,553,906
329355,1054,103,554,890
329375,1064,114,558,899
329395,1039,111,555,871
329415,1085,90,563,923
329435,1055,105,550,894
329456,1046,122,540,887
329476,1009,64,529,856
329496,1030,120,532,873
329516,997,87,526,842
329536,997,87,526,842
329556,1055,112,539,900
329576,1005,106,526,850
329597,1032,100,533,878
329617,1035,90,541,877
329637,1059,78,541,907
329657,1047,91,544,890
329677,1042,102,534,889
329697,1018,84,525,868
329717,1040,106,526,891
329738,1006,84,519,858
329758,1006,84,519,858
329778,1035,82,519,891
329798,977,84,506,832
329818,1013,90,516,867
329838,1008,80,517,861
329858,1024,93,514,881
329879,1020,73,529,869
329899,1023,88,521,876
329919,1023,88,521,876
329939,1024,78,526,875
329959,1011,81,515,866
329979,1011,81,515,866
329999,1026,73,526,877
330020,1005,109,515,855
330040,1016,73,523,867
330060,1016,73,523,867
330080,1026,88,522,879
330100,997,57,523,846
330120,1040,81,525,893
330140,1012,79,516,867
330161,1012,79,516,867
330181,1036,80,533,884
330201,1046,81,539,893
330221,1046,81,539,893
330241,1020,89,530,866
330261,1030,60,533,879
330281,1060,80,542,907
330302,1081,84,549,928
330322,1030,73,539,874
330342,1084,97,546,931
330362,1052,85,551,892
330382,1075,100,551,918
330402,1096,77,565,936
330422,1050,85,541,896
330443,1059,83,542,906
330463,1045,93,544,888
330483,1042,70,537,890
330503,1052,82,543,897
330523,1048,68,540,896
330543,1050,82,545,894
330563,1097,82,548,946
330584,1054,78,545,898
330604,1045,83,533,895
330624,1037,51,548,879
330644,1068,84,530,923
330664,1053,65,543,899
330684,1079,73,547,927
330704,1086,77,540,939
330725,1070,74,555,912
330745,1085,74,550,932
330765,1056,80,545,901
330785,1085,59,553,931
330805,1040,80,540,885
330825,1071,82,539,921
330845,1040,62,536,888
330866,1039,96,511,899
330886,1036,58,539,883
330906,1069,67,544,917
330926,1117,86,565,959
330946,1114,89,576,949
330966,1141,107,584,974
330986,1128,96,575,965
331007,1101,70,564,942
331027,1080,87,562,918
331047,1079,60,555,923
331067,1018,95,524,868
331087,1009,116,500,868
331107,939,88,493,794
331127,955,88,475,823
331148,912,69,468,779
331168,873,73,452,743
331188,923,84,473,787
331208,953,92,481,817
331228,961,106,488,821
331248,996,107,517,843
331268,984,97,502,840
331289,1004,99,515,855
331309,1017,89,530,863
331329,1016,72,516,872
331349,1049,100,533,898
331369,1049,100,533,898
331389,1017,126,534,856
331409,1063,92,556,902
331430,1052,103,546,893
331450,1073,85,548,918
331470,1075,95,554,917
331490,1090,106,531,946
331510,1037,88,530,886
331530,1037,88,530,886
331550,1047,87,549,887
331571,1033,79,538,878
331591,1023,110,525,871
331611,1012,106,510,868
331631,1014,66,517,870
331651,1027,91,510,887
331671,978,64,496,840
331691,928,81,475,793
331711,934,102,468,801
331732,893,74,471,754
331752,913,89,457,785
331772,898,78,450,773
331792,880,59,436,762
331812,878,78,441,755
331832,875,68,436,756
331852,851,60,431,731
331873,875,95,447,746
331893,850,82,425,731
331913,825,70,421,705
331933,846,76,420,730
331953,827,67,415,712
331973,851,61,431,731
331993,864,64,430,746
332014,878,74,435,759
332034,913,58,471,780
332054,939,88,466,811
332074,927,77,466,798
332094,902,80,465,769
332114,907,78,448,785
332134,906,60,458,780
332155,932,71,462,806
332175,904,93,457,773
332195,933,90,465,804
332215,929,102,469,795
332235,959,114,483,821
332255,960,44,501,818
332275,1008,103,501,868
332296,1011,91,515,865
332316,995,93,525,840
332336,1077,144,543,919
332356,1051,106,553,887
332376,1088,106,565,924
332396,1110,109,575,942
332416,1110,109,575,942
332437,1123,115,589,950
332457,1143,122,596,968
332477,1174,120,609,996
332497,1187,136,617,1005
332517,1160,120,607,981
332537,1161,133,610,979
332557,1191,107,619,1012
332578,1132,117,601,952
332598,1170,105,603,997
332618,1154,116,600,978
332638,1122,138,575,953
332658,1080,105,567,914
332678,1090,117,568,922
332698,1104,111,567,940
332719,1092,97,560,932
332739,1059,84,539,908
332759,1022,92,514,878
332779,997,76,508,854
332799,931,107,463,800
332819,922,82,459,795
332839,854,76,429,734
332860,841,91,411,727
332880,809,35,412,695
332900,775,68,377,674
332920,764,73,386,655
332940,725,71,370,619
332960,827,95,419,707
332980,841,81,417,725
333001,846,84,409,736
333021,872,93,433,750
333041,863,65,440,740
333061,858,94,430,735
333081,867,81,434,746
333101,827,56,419,710
333121,899,91,440,779
333142,877,94,436,756
333162,865,94,423,748
333182,880,59,457,749
333202,910,83,457,783
333222,952,75,474,823
333242,952,75,474,823
333262,980,112,470,853
333283,954,83,491,813
333303,1001,94,510,856
333323,1047,80,528,900
333343,1047,80,528,900
333363,1084,103,538,936
333383,1093,102,550,939
333403,1100,77,549,950
333424,1103,110,556,946
333444,1108,70,569,948
333464,1108,70,569,948
333484,1187,112,583,1028
333504,1165,90,590,1001
333524,1170,110,586,1006
333544,1157,94,589,992
333565,1158,86,604,984
333585,1230,77,626,1055
333605,1217,96,613,1046
333625,1217,96,613,1046
333645,1196,107,620,1016
333665,1223,113,618,1049
333685,1199,100,615,1024
333706,1155,104,595,985
333726,1144,115,582,978
333746,1155,108,586,989
333766,1141,100,580,978
333786,1104,103,561,945
333806,1103,89,577,936
333826,1108,108,569,944
333847,1108,108,569,944
333867,1099,94,567,936
333887,1130,125,560,973
333907,1095,91,557,938
333927,1109,90,562,952
333947,1097,101,557,940
333967,1073,85,547,919
333987,1075,93,560,912
334008,1085,110,553,927
334028,1056,85,550,898
334048,1064,104,531,916
334068,1029,90,519,884
334088,1037,79,528,888
334108,1071,87,533,924
334128,1025,81,525,876
334149,1032,108,519,885
334169,1032,108,519,885
334189,1055,107,529,906
334209,1050,94,528,902
334229,1037,77,520,894
334249,1017,76,516,873
334269,1052,103,533,900
334290,1052,90,542,897
334310,1056,110,536,903
334330,1074,101,542,921
334350,1059,110,540,904
334370,1080,94,545,928
334390,1055,98,537,902
334410,1037,112,510,896
334431,1034,89,540,877
334451,1061,94,532,913
334471,1060,108,532,910
334491,1081,120,553,921
334511,1081,120,553,921
334531,1067,118,550,907
334551,1100,90,560,942
334572,1075,95,543,923
334592,1108,77,561,952
334612,1105,104,567,943
334632,1147,125,576,984
334652,1114,100,591,938
334672,1151,121,584,983
334692,1123,107,577,958
334713,1120,83,578,955
334733,1117,107,557,962
334753,1095,91,558,938
334773,1073,88,545,920
334793,1087,109,553,929
334813,1104,101,573,938
334833,1059,111,535,906
334854,1042,113,523,894
334874,1004,67,513,860
334894,1042,100,509,903
334914,1001,77,499,864
334934,984,76,499,844
334954,1018,113,496,882
334974,1001,106,502,860
334995,1001,106,502,860
335015,988,101,486,854
335035,959,61,480,828
335055,974,81,480,843
335075,962,87,473,833
335095,944,73,480,809
335115,1003,110,478,875
335136,950,104,480,813
335156,1001,120,498,859
335176,1003,100,502,862
335196,1002,61,503,865
335216,1057,75,526,913
335236,1049,87,524,905
335256,1064,92,538,913
335277,1086,114,552,928
335297,1104,96,549,953
335317,1069,84,538,920
335337,1059,85,518,919
335357,934,97,465,804
335377,892,54,436,776
335397,872,46,428,758
335418,909,61,433,796
335438,895,66,451,771
335458,918,89,450,795
335478,944,110,464,815
335498,968,90,480,835
335518,932,71,467,803
335538,917,59,443,800
335559,911,43,444,794
335579,881,104,409,774
335599,927,89,462,798
335619,914,79,465,783
335639,943,95,463,816
335659,934,72,478,799
335679,1003,106,479,875
335700,973,102,478,841
335720,917,68,449,796
335740,920,57,467,790
335760,953,77,484,817
335780,979,91,503,835
335800,1005,110,505,861
335820,1024,97,512,882
335841,1024,97,512,882
335861,1047,78,513,909
335881,981,44,515,833
335901,1060,100,529,912
335921,1014,93,516,868
335941,1000,108,509,854
335961,1068,105,546,912
335982,1030,89,516,886
336002,1048,88,525,903
336022,1008,77,515,863
336042,1018,95,506,878
336062,1016,96,518,869
336082,1009,83,511,866
336102,1017,95,513,872
336123,1039,86,522,894
336143,1018,89,513,875
336163,1018,89,513,875
336183,1028,82,513,886
336203,988,83,499,849
336223,1008,73,505,870
336243,1008,73,505,870
336263,1026,83,503,891
336284,947,62,480,814
336304,945,78,467,817
336324,945,78,467,817
336344,923,60,456,800
336364,921,79,452,799
336384,901,65,442,782
336404,876,58,440,755
336425,897,92,426,784
336445,887,34,448,764
336465,891,53,439,774
336485,880,68,425,768
336505,828,53,416,714
336525,863,73,418,751
336545,844,50,421,729
336566,836,32,403,732
336586,851,54,422,737
336606,852,57,410,744
336626,855,69,423,740
336646,890,81,437,771
336666,886,44,445,764
336686,881,52,432,766
336707,910,68,448,788
336727,841,64,418,727
336747,888,66,434,771
336767,829,71,412,715
336787,836,62,409,726
336807,837,46,435,713
336827,868,66,425,754
336848,914,58,455,791
336868,969,64,490,833
336888,1005,91,494,870
336908,1047,59,529,902
336928,1096,73,557,940
336948,1070,78,540,920
336968,1124,67,555,974
336989,1043,79,519,901
337009,1043,79,519,901
337029,1028,38,517,888
337049,1021,74,485,895
337069,991,37,498,855
337089,986,53,498,849
337109,1018,75,498,884
337130,987,58,494,852
337150,1021,54,501,887
337170,1031,54,505,897
337190,1062,46,522,923
337210,1051,64,521,910
337230,1015,64,506,877
337250,1003,66,504,864
337271,1036,87,518,893
337291,997,71,502,858
337311,1006,71,502,868
337331,993,65,497,857
337351,929,70,461,803
337371,975,61,496,837
337391,975,61,496,837
337412,964,81,477,834
337432,965,68,499,823
337452,975,87,486,840
337472,970,77,491,833
337492,948,42,489,810
337512,964,72,499,822
337532,1025,71,525,878
337553,1042,72,538,889
337573,1059,114,536,905
337593,1116,81,576,953
337613,1101,88,573,936
337633,1147,85,590,979
337653,1135,78,595,963
337673,1144,107,573,984
337694,1088,109,553,930
337714,1038,98,535,884
337734,1042,115,527,891
337754,948,86,494,804
337774,948,86,494,804
337794,948,93,480,811
337814,941,77,497,795
337835,979,119,488,841
337855,989,99,495,850
337875,959,87,490,820
337895,987,87,505,843
337915,965,87,497,823
337935,963,107,495,819
337955,988,91,509,842
337976,972,95,483,838
337996,1021,87,525,871
338016,1051,92,540,896
338036,1051,92,540,896
338056,1068,118,555,904
338076,1076,103,553,916
338096,1076,103,553,916
338117,1104,102,557,947
338137,1059,98,549,900
338157,1059,98,549,900
338177,1031,107,543,870
338197,1062,125,539,905
338217,1037,95,550,874
338237,1060,101,548,902
338258,1090,93,556,932
338278,1092,93,571,926
338298,1116,107,570,953
338318,1056,101,551,895
338338,1077,88,565,913
338358,1122,123,578,954
338378,1140,96,577,978
338398,1120,107,573,955
338419,1108,110,568,944
338439,1105,62,585,935
338459,1140,111,580,975
338479,1132,103,583,964
338499,1081,110,566,914
338519,1107,123,565,944
338539,1075,101,552,917
338560,1074,91,547,920
338580,1030,88,532,877
338600,1014,81,513,870
338620,1027,82,525,879
338640,1046,101,533,894
338660,1044,87,537,891
338680,1040,101,535,885
338701,1024,94,524,875
338721,1014,83,524,864
338741,1032,78,523,885
338761,981,83,494,843
338781,981,83,494,843
338801,1017,79,525,868
338821,1036,118,510,893
338842,1035,89,532,883
338862,1056,93,537,904
338882,1056,93,537,904
338902,1106,64,552,955
338922,1091,82,553,937
338942,1091,82,553,937
338962,1108,57,566,951
338983,1135,117,579,969
339003,1154,84,597,984
339023,1143,80,588,977
339043,1158,104,581,996
339063,1139,75,584,975
339083,1168,74,593,1003
339103,1168,74,593,1003
339124,1132,84,576,971
339144,1145,79,590,978
339164,1173,88,591,1009
339184,1166,83,598,998
339204,1181,85,608,1009
339224,1159,74,592,993
339244,1140,79,589,973
339265,1163,76,590,999
339285,1106,83,582,937
339305,1160,91,594,992
339325,1124,77,576,962
339345,1141,106,578,977
339365,1143,68,586,979
339385,1115,90,572,952
339406,1162,91,592,995
339426,1140,85,595,968
339446,1160,91,589,994
339466,1142,97,587,974
339486,1131,95,582,965
339506,1167,99,599,996
339526,1136,96,583,970
339547,1115,106,576,949
339567,1125,109,576,960
339587,1090,76,566,928
339607,1099,105,564,937
339627,1099,83,566,938
339647,1084,96,569,917
339667,1145,116,576,982
339688,1086,93,555,928
339708,1101,103,564,940
339728,1099,88,567,937
339748,1094,78,559,937
339768,1102,85,570,939
339788,1102,85,570,939
339808,1124,94,569,965
339829,1113,97,567,953
339849,1113,97,567,953
339869,1084,82,551,929
339889,1099,94,564,938
339909,1051,102,528,903
339929,997,97,502,856
339949,963,104,483,826
339970,944,130,479,802
339990,931,84,463,803
340010,879,108,445,749
340030,890,108,452,759
340050,855,71,452,722
340070,921,112,465,786
340111,921,112,465,786
340131,927,141,481,779
340151,953,106,484,814
340171,962,92,484,826
340191,984,108,486,849
340211,989,89,505,845
340231,1059,120,524,911
340252,1049,120,530,897
340272,1039,108,532,886
340292,1089,111,559,927
340312,1094,114,552,937
340332,1110,110,555,955
340352,1101,105,558,943
340372,1087,107,540,938
340393,1080,103,545,926
340473,1080,103,545,926
340493,1077,119,532,928
340513,1072,88,531,927
340534,1044,99,516,901
340554,1044,99,516,901
340574,1048,88,535,897
340594,1049,128,514,906
340614,1032,103,515,888
340634,1039,103,508,901
340654,1023,92,499,888
340674,1022,70,505,885
340695,1022,83,500,887
340735,1022,83,500,887
340755,1038,108,511,896
340775,1049,86,514,910
340795,1018,82,506,879
340815,1040,96,509,901
340836,1003,56,489,874
340856,1012,87,494,879
340876,1027,96,495,894
340896,989,92,487,855
340916,1031,94,513,889
340936,1019,93,506,880
340956,1037,92,512,897
340977,1053,79,526,909
340997,1038,107,509,898
341017,1061,97,523,918
341037,1076,89,537,927
341057,1122,110,550,972
341077,1119,84,557,966
341097,1099,103,548,946
341118,1046,109,509,906
341138,1010,65,515,866
341158,996,82,498,859
341178,1000,47,492,869
341198,993,31,504,855
341218,1063,102,506,929
341238,1038,79,513,898
341259,1051,93,516,911
341279,1047,80,515,908
341299,1051,59,521,911
341319,1078,51,528,938
341339,1054,56,511,919
341359,1040,79,507,905
341379,1024,105,507,883
341400,1036,87,523,889
341420,1054,70,533,906
341440,1089,99,538,941
341460,1067,90,529,922
341480,1067,90,529,922
341500,1098,79,559,941
341520,1112,85,551,963
341541,1114,71,568,956
341561,1090,107,553,933
341581,1078,107,534,931
341601,1074,95,544,921
341621,1059,80,532,912
341641,1051,59,531,905
341661,1064,64,526,922
341682,1056,100,536,904
341702,1094,95,546,944
341722,1082,100,550,926
341742,1082,111,535,934
341762,1112,65,586,943
341782,1150,108,574,990
341802,1161,110,585,997
341823,1152,107,594,981
341843,1172,116,583,1010
341863,1194,108,610,1021
341883,1208,101,616,1033
341903,1184,132,606,1009
341923,1217,104,620,1042
341943,1211,135,615,1035
341964,1225,131,612,1052
341984,1180,111,613,1002
342004,1192,121,595,1025
342024,1188,108,611,1013
342044,1177,111,603,1004
342064,1198,129,605,1026
342084,1176,110,602,1004
342105,1176,110,602,1004
342125,1174,129,602,999
342145,1191,89,613,1018
342165,1160,121,591,991
342185,1151,108,581,987
342205,1145,95,588,978
342225,1187,122,589,1023
342246,1151,96,585,986
342266,1190,118,589,1027
342286,1161,110,586,996
342306,1152,99,579,991
342326,1180,116,591,1015
342346,1144,103,571,985
342366,1124,81,561,970
342387,1126,100,568,967
342407,1126,100,568,967
342427,1089,96,554,933
342447,1119,124,548,968
342467,1068,95,530,922
342507,1068,95,530,922
342528,1001,72,504,862
342548,1037,91,520,893
342568,1037,91,520,893
342588,1036,102,516,893
342608,1035,115,522,886
342628,1029,102,515,884
342648,1029,102,515,884
342669,1047,87,521,903
342689,996,95,493,860
342709,1046,82,522,903
342729,1058,83,533,909
342749,1071,96,536,922
342769,1086,82,559,927
342789,1076,93,532,930
342810,1091,89,538,944
342830,1078,77,524,939
342850,1059,69,512,924
342870,1047,53,502,917
342890,1037,61,492,910
342910,1003,96,484,873
342930,961,64,468,836
342951,909,76,443,790
342971,886,70,423,775
342991,823,30,417,708
343011,851,72,399,748
343031,818,64,391,716
343051,805,61,382,706
343071,828,79,397,723
343091,794,76,388,689
343112,805,71,394,699
343132,799,82,396,689
343152,856,75,416,744
343172,909,78,437,794
343192,941,82,453,821
343212,964,61,467,841
343232,1002,112,485,869
343253,1040,115,510,899
343273,1015,117,480,886
343293,941,83,459,817
343313,889,86,436,769
343333,902,70,424,793
343353,845,72,405,738
343373,780,97,359,686
343394,740,67,368,638
343414,800,82,394,691
343434,832,74,403,724
343454,793,63,392,686
343474,827,83,392,723
343494,845,86,403,737
343514,893,76,431,778
343535,887,99,429,770
343555,847,84,422,729
343575,883,99,435,761
343595,961,125,461,834
343615,969,107,469,841
343635,976,119,464,850
343655,981,96,480,850
343676,958,107,478,823
343696,1061,109,531,912
343716,1061,109,531,912
343736,1049,128,524,900
343756,1090,134,560,926
343776,1093,140,547,936
343796,1121,135,565,958
343817,1093,123,550,936
343837,1064,126,543,906
343857,1083,112,555,923
343877,1106,131,554,949
343897,1094,135,560,930
343917,1064,134,546,902
343937,1046,134,528,892
343958,1055,105,541,899
343978,1043,102,535,889
343998,1049,122,526,900
344018,1055,117,536,901
344038,1061,124,530,911
344058,1122,141,562,960
344078,1095,93,555,938
344099,1105,121,561,944
344119,1114,123,556,957
344139,1161,102,590,994
344159,1222,159,610,1047
344179,1197,135,591,1032
344199,1156,125,587,988
344219,1188,135,603,1015
344240,1164,132,595,991
344260,1164,132,595,991
344280,1134,117,564,976
344300,1062,113,529,914
344320,1126,125,560,969
344340,1094,129,545,940
344360,1070,120,540,916
344381,1081,117,531,934
344401,1102,120,544,951
344421,1118,121,540,971
344441,1077,123,523,934
344461,1016,128,491,880
344481,1010,102,507,867
344501,1023,106,511,880
344522,1017,139,495,877
344542,1015,113,499,877
344562,985,129,478,852
344582,1013,132,493,875
344602,985,85,492,849
344622,1006,95,488,874
344642,991,96,488,857
344663,1007,113,486,875
344683,1010,133,486,875
344703,980,106,476,849
344723,983,94,483,850
344743,1016,97,500,879
344763,1009,89,488,878
344783,1001,118,494,862
344804,1011,96,478,886
344824,997,103,491,861
344844,1056,108,519,913
344864,1019,115,496,882
344884,995,119,487,858
344904,972,91,490,834
344924,979,94,483,846
344945,1004,87,490,872
344965,989,85,479,861
344985,992,104,475,864
345005,979,92,487,844
345025,998,94,483,868
345045,1018,93,488,888
345065,1007,71,482,881
345086,980,82,467,857
345106,1006,68,483,879
345126,1029,78,489,901
345146,1005,96,470,883
345166,996,75,490,863
345186,1023,89,493,892
345206,1041,78,494,913
345227,1025,70,496,894
345247,1037,91,488,911
345267,1030,82,491,901
345287,1023,71,493,894
345307,1063,97,509,928
345327,1021,64,494,891
345347,1025,82,495,894
345367,1030,93,495,899
345388,1027,64,493,899
345408,1027,80,495,896
345428,1016,72,492,885
345448,1006,75,480,881
345468,1026,84,499,892
345488,1009,85,485,880
345508,1021,87,487,893
345529,1021,87,487,893
345549,1004,83,482,877
345569,1034,83,501,901
345629,1034,83,501,901
345649,1070,95,520,929
345670,1097,101,531,955
345690,1117,87,543,972
345710,1091,113,521,952
345730,1097,98,537,951
345750,1097,98,537,951
345770,1117,117,533,974
345790,1085,83,535,940
345811,1096,101,538,949
345831,1120,128,538,973
345851,1085,98,544,934
345871,1095,113,537,947
345891,1095,113,537,947
345911,1103,91,545,955
345931,1121,135,545,970
345952,1129,111,552,979
345972,1109,116,544,958
345992,1118,139,540,968
346012,1067,99,541,914
346032,1099,112,542,949
346052,1112,120,542,963
346072,1072,106,522,930
346093,1103,135,539,952
346113,1083,134,533,933
346133,1076,121,532,927
346153,1055,132,523,906
346173,1047,127,512,905
346193,1047,127,512,905
346213,1056,140,511,913
346234,1013,132,491,876
346254,1046,127,523,896
346274,1035,132,516,887
346294,1035,132,516,887
346314,1073,145,531,921
346334,1012,144,493,871
346354,1000,124,489,863
346375,962,107,483,824
346395,974,119,481,839
346415,986,116,484,851
346435,975,121,486,837
346455,970,154,467,836
346475,1002,123,502,858
346495,1011,133,498,869
346516,1004,125,483,871
346536,993,106,495,854
346556,981,132,473,849
346576,992,120,483,858
346596,993,130,493,852
346616,992,157,480,853
346636,986,123,490,846
346657,1003,132,494,863
346677,1003,132,494,863
346697,1008,101,506,866
346717,1019,136,493,881
346737,1022,125,505,880
346757,1027,110,513,882
346777,1033,151,495,894
346798,1006,115,505,862
346818,1019,122,503,877
346838,1055,140,503,916
346858,1039,106,512,898
346878,1069,124,516,928
346898,1069,124,516,928
346918,1080,98,531,935
346939,1082,138,523,937
346959,1076,117,525,931
346979,1072,104,523,930
346999,1120,133,529,978
347019,1053,100,513,914
347039,1087,116,518,948
347059,1089,126,519,949
347080,1037,113,509,896
347100,1097,120,531,952
347120,1097,120,531,952
347140,1078,106,507,945
347160,1042,120,514,898
347180,1024,118,497,888
347200,1024,118,497,888
347221,1004,122,489,868
347241,940,111,465,809
347261,976,99,477,845
347281,976,99,477,845
347301,964,128,453,841
347321,966,75,473,839
347341,941,98,452,820
347362,955,92,466,829
347382,964,81,482,830
347402,995,120,470,869
347422,964,100,464,838
347442,981,87,471,856
347462,1000,102,469,878
347482,995,77,483,866
347503,986,95,474,859
347523,963,108,465,836
347543,976,56,474,851
347563,980,101,466,856
347583,998,87,474,873
347603,984,67,483,855
347623,1027,102,486,899
347644,986,95,485,853
347664,1012,89,491,880
347684,1028,103,498,893
347704,1020,88,486,893
347724,1031,92,494,900
347744,1031,92,494,900
347764,1038,80,507,902
347784,1062,85,514,925
347805,1061,99,517,921
347825,1061,99,517,921
347845,1115,102,541,969
347865,1080,106,521,940
347885,1087,94,527,946
347905,1087,94,527,946
347925,1048,112,505,911
347946,1047,93,510,909
347966,1047,93,510,909
347986,1036,108,500,900
348006,1028,95,507,888
348026,1020,100,496,885
348046,1011,100,498,874
348066,1018,79,496,885
348087,1001,121,483,868
348107,1023,98,502,886
348127,1024,109,507,883
348147,1026,116,496,890
348167,1018,105,511,874
348187,1042,103,506,905
348207,1042,103,506,905
348228,1046,98,519,903
348248,1076,117,521,934
348268,1042,117,522,894
348288,1050,107,523,904
348308,1040,133,512,895
348328,1061,117,527,913
348348,1075,121,524,931
348369,1075,121,524,931
348389,1055,108,525,909
348409,1094,138,538,942
348429,1070,127,533,919
348449,1070,127,533,919
348469,1112,117,544,962
348489,1066,102,534,916
348510,1113,119,543,964
348530,1123,116,563,965
348550,1158,132,561,1004
348570,1186,124,585,1024
348590,1201,121,597,1035
348610,1201,121,597,1035
348630,1216,115,599,1052
348651,1177,115,576,1020
348671,1161,121,568,1005
348691,1161,121,568,1005
348711,1123,129,549,971
348731,1123,129,549,971
348751,1125,123,559,968
348771,1180,123,559,1032
348792,1094,109,540,945
348812,1094,109,540,945
348832,1086,119,523,944
348852,1061,96,529,915
348872,1053,130,509,913
348892,1002,110,492,866
348912,1002,110,492,866
348933,975,120,470,845
348953,982,101,483,849
348973,966,103,465,840
348993,966,103,465,840
349013,937,86,451,816
349033,1000,104,482,869
349053,967,117,466,839
349074,938,102,451,816
349094,977,106,480,844
349114,937,97,454,813
349134,949,100,459,825
349154,921,102,448,798
349174,910,106,435,791
349194,897,86,437,778
349215,915,95,447,793
349235,929,115,438,811
349255,922,94,463,792
349275,927,101,442,808
349295,937,106,452,814
349315,995,73,488,863
349335,981,102,470,855
349356,967,98,470,839
349376,967,98,470,839
349396,1017,122,484,886
349416,1011,101,487,881
349436,992,90,474,866
349456,962,105,455,841
349476,959,74,460,837
349497,954,103,458,830
349517,954,103,458,830
349537,935,84,443,819
349557,960,96,462,836
349577,960,96,462,836
349597,933,102,447,812
349617,984,109,467,859
349638,955,105,448,836
349658,996,90,478,870
349678,996,90,478,870
349698,980,105,463,857
349718,1016,97,498,880
349738,1036,107,501,900
349758,1057,104,511,920
349779,1035,94,515,893
349799,1085,93,528,943
349819,1122,123,545,973
349839,1122,123,545,973
349859,1056,126,510,916
349879,1072,106,529,926
